date,coin,market_capitalization_in_usd
8/8/2015,BITCOIN,3784607716.0
8/9/2015,BITCOIN,3856363388.0
8/10/2015,BITCOIN,3837007827.0
8/11/2015,BITCOIN,3932144983.0
8/12/2015,BITCOIN,3885502464.0
8/13/2015,BITCOIN,3836450982.0
8/14/2015,BITCOIN,3861519172.0
8/15/2015,BITCOIN,3798349936.0
8/16/2015,BITCOIN,3755652917.0
8/17/2015,BITCOIN,3743236411.0
8/18/2015,BITCOIN,3161886893.0
8/19/2015,BITCOIN,3298201251.0
8/20/2015,BITCOIN,3419645393.0
8/21/2015,BITCOIN,3381065750.0
8/22/2015,BITCOIN,3350585165.0
8/23/2015,BITCOIN,3322788928.0
8/24/2015,BITCOIN,3080697609.0
8/25/2015,BITCOIN,3236956684.0
8/26/2015,BITCOIN,3288192392.0
8/27/2015,BITCOIN,3271849435.0
8/28/2015,BITCOIN,3377926169.0
8/29/2015,BITCOIN,3344733032.0
8/30/2015,BITCOIN,3333852748.0
8/31/2015,BITCOIN,3359066952.0
9/1/2015,BITCOIN,3320136354.0
9/2/2015,BITCOIN,3343580491.0
9/3/2015,BITCOIN,3309516199.0
9/4/2015,BITCOIN,3369734261.0
9/5/2015,BITCOIN,3439481099.0
9/6/2015,BITCOIN,3511826272.0
9/7/2015,BITCOIN,3510234382.0
9/8/2015,BITCOIN,3562723704.0
9/9/2015,BITCOIN,3484056330.0
9/10/2015,BITCOIN,3485485743.0
9/11/2015,BITCOIN,3517014444.0
9/12/2015,BITCOIN,3452198890.0
9/13/2015,BITCOIN,3368309570.0
9/14/2015,BITCOIN,3375030516.0
9/15/2015,BITCOIN,3367911561.0
9/16/2015,BITCOIN,3348913151.0
9/17/2015,BITCOIN,3410568739.0
9/18/2015,BITCOIN,3411022494.0
9/19/2015,BITCOIN,3398091544.0
9/20/2015,BITCOIN,3385967055.0
9/21/2015,BITCOIN,3319557618.0
9/22/2015,BITCOIN,3376861757.0
9/23/2015,BITCOIN,3370539512.0
9/24/2015,BITCOIN,3432689103.0
9/25/2015,BITCOIN,3451503181.0
9/26/2015,BITCOIN,3438496950.0
9/27/2015,BITCOIN,3419600261.0
9/28/2015,BITCOIN,3519771869.0
9/29/2015,BITCOIN,3481487862.0
9/30/2015,BITCOIN,3473615411.0
10/1/2015,BITCOIN,3496364655.0
10/2/2015,BITCOIN,3492888181.0
10/3/2015,BITCOIN,3520164730.0
10/4/2015,BITCOIN,3517865592.0
10/5/2015,BITCOIN,3540000026.0
10/6/2015,BITCOIN,3628719296.0
10/7/2015,BITCOIN,3582418301.0
10/8/2015,BITCOIN,3572908937.0
10/9/2015,BITCOIN,3594544173.0
10/10/2015,BITCOIN,3617688500.0
10/11/2015,BITCOIN,3656429915.0
10/12/2015,BITCOIN,3621485952.0
10/13/2015,BITCOIN,3686765012.0
10/14/2015,BITCOIN,3727042599.0
10/15/2015,BITCOIN,3750930548.0
10/16/2015,BITCOIN,3870347619.0
10/17/2015,BITCOIN,4006701466.0
10/18/2015,BITCOIN,3883162961.0
10/19/2015,BITCOIN,3897238283.0
10/20/2015,BITCOIN,3993478146.0
10/21/2015,BITCOIN,3953274548.0
10/22/2015,BITCOIN,4063062212.0
10/23/2015,BITCOIN,4111275943.0
10/24/2015,BITCOIN,4186061086.0
10/25/2015,BITCOIN,4223162196.0
10/26/2015,BITCOIN,4233988577.0
10/27/2015,BITCOIN,4365910872.0
10/28/2015,BITCOIN,4498127763.0
10/29/2015,BITCOIN,4653528360.0
10/30/2015,BITCOIN,4856113854.0
10/31/2015,BITCOIN,4644794429.0
11/1/2015,BITCOIN,4878720873.0
11/2/2015,BITCOIN,5394270071.0
11/3/2015,BITCOIN,5932954783.0
11/4/2015,BITCOIN,6001984913.0
11/5/2015,BITCOIN,5690464342.0
11/6/2015,BITCOIN,5523536982.0
11/7/2015,BITCOIN,5725363854.0
11/8/2015,BITCOIN,5517726529.0
11/9/2015,BITCOIN,5639092372.0
11/10/2015,BITCOIN,5008011574.0
11/11/2015,BITCOIN,4580771119.0
11/12/2015,BITCOIN,5006229106.0
11/13/2015,BITCOIN,5003958699.0
11/14/2015,BITCOIN,4942356322.0
11/15/2015,BITCOIN,4748951130.0
11/16/2015,BITCOIN,4916703780.0
11/17/2015,BITCOIN,4987994385.0
11/18/2015,BITCOIN,4987714987.0
11/19/2015,BITCOIN,4847511551.0
11/20/2015,BITCOIN,4785085357.0
11/21/2015,BITCOIN,4845432244.0
11/22/2015,BITCOIN,4814289953.0
11/23/2015,BITCOIN,4805130310.0
11/24/2015,BITCOIN,4760988553.0
11/25/2015,BITCOIN,4896111302.0
11/26/2015,BITCOIN,5303923856.0
11/27/2015,BITCOIN,5349983845.0
11/28/2015,BITCOIN,5311127726.0
11/29/2015,BITCOIN,5538029394.0
11/30/2015,BITCOIN,5624216681.0
12/1/2015,BITCOIN,5404310416.0
12/2/2015,BITCOIN,5356414171.0
12/3/2015,BITCOIN,5387334794.0
12/4/2015,BITCOIN,5419024329.0
12/5/2015,BITCOIN,5810419099.0
12/6/2015,BITCOIN,5871020031.0
12/7/2015,BITCOIN,5902736522.0
12/8/2015,BITCOIN,6180046221.0
12/9/2015,BITCOIN,6239060889.0
12/10/2015,BITCOIN,6212880483.0
12/11/2015,BITCOIN,6784553389.0
12/12/2015,BITCOIN,6517159335.0
12/13/2015,BITCOIN,6496986520.0
12/14/2015,BITCOIN,6627592526.0
12/15/2015,BITCOIN,6953267163.0
12/16/2015,BITCOIN,6798347864.0
12/17/2015,BITCOIN,6831516735.0
12/18/2015,BITCOIN,6937324463.0
12/19/2015,BITCOIN,6912537068.0
12/20/2015,BITCOIN,6626025133.0
12/21/2015,BITCOIN,6560011593.0
12/22/2015,BITCOIN,6526092470.0
12/23/2015,BITCOIN,6638740304.0
12/24/2015,BITCOIN,6838470695.0
12/25/2015,BITCOIN,6837917947.0
12/26/2015,BITCOIN,6277070712.0
12/27/2015,BITCOIN,6346542709.0
12/28/2015,BITCOIN,6323313676.0
12/29/2015,BITCOIN,6479519118.0
12/30/2015,BITCOIN,6401715281.0
12/31/2015,BITCOIN,6457837561.0
1/1/2016,BITCOIN,6534464975.0
1/2/2016,BITCOIN,6532460051.0
1/3/2016,BITCOIN,6469306703.0
1/4/2016,BITCOIN,6521092889.0
1/5/2016,BITCOIN,6511064278.0
1/6/2016,BITCOIN,6482611157.0
1/7/2016,BITCOIN,6913751593.0
1/8/2016,BITCOIN,6839314891.0
1/9/2016,BITCOIN,6776417115.0
1/10/2016,BITCOIN,6759323838.0
1/11/2016,BITCOIN,6768055782.0
1/12/2016,BITCOIN,6660432983.0
1/13/2016,BITCOIN,6519443883.0
1/14/2016,BITCOIN,6483361597.0
1/15/2016,BITCOIN,5549288343.0
1/16/2016,BITCOIN,5856144324.0
1/17/2016,BITCOIN,5773246244.0
1/18/2016,BITCOIN,5810881381.0
1/19/2016,BITCOIN,5710926949.0
1/20/2016,BITCOIN,6353766326.0
1/21/2016,BITCOIN,6184105217.0
1/22/2016,BITCOIN,5758921328.0
1/23/2016,BITCOIN,5841116434.0
1/24/2016,BITCOIN,6100999520.0
1/25/2016,BITCOIN,5929274269.0
1/26/2016,BITCOIN,5918084970.0
1/27/2016,BITCOIN,5972336901.0
1/28/2016,BITCOIN,5735712765.0
1/29/2016,BITCOIN,5738812666.0
1/30/2016,BITCOIN,5714271473.0
1/31/2016,BITCOIN,5550511097.0
2/1/2016,BITCOIN,5625969536.0
2/2/2016,BITCOIN,5653475163.0
2/3/2016,BITCOIN,5581909720.0
2/4/2016,BITCOIN,5911470181.0
2/5/2016,BITCOIN,5832510245.0
2/6/2016,BITCOIN,5686190018.0
2/7/2016,BITCOIN,5695769152.0
2/8/2016,BITCOIN,5631255745.0
2/9/2016,BITCOIN,5673860327.0
2/10/2016,BITCOIN,5760041302.0
2/11/2016,BITCOIN,5739921253.0
2/12/2016,BITCOIN,5812313599.0
2/13/2016,BITCOIN,5924880939.0
2/14/2016,BITCOIN,6178287276.0
2/15/2016,BITCOIN,6075100823.0
2/16/2016,BITCOIN,6194695258.0
2/17/2016,BITCOIN,6322452453.0
2/18/2016,BITCOIN,6415045582.0
2/19/2016,BITCOIN,6391241912.0
2/20/2016,BITCOIN,6706178213.0
2/21/2016,BITCOIN,6685078457.0
2/22/2016,BITCOIN,6668436550.0
2/23/2016,BITCOIN,6403107528.0
2/24/2016,BITCOIN,6464764200.0
2/25/2016,BITCOIN,6467867595.0
2/26/2016,BITCOIN,6586375897.0
2/27/2016,BITCOIN,6606052938.0
2/28/2016,BITCOIN,6609859969.0
2/29/2016,BITCOIN,6682642624.0
3/1/2016,BITCOIN,6608331738.0
3/2/2016,BITCOIN,6461459062.0
3/3/2016,BITCOIN,6404671328.0
3/4/2016,BITCOIN,6233961495.0
3/5/2016,BITCOIN,6072330074.0
3/6/2016,BITCOIN,6171496151.0
3/7/2016,BITCOIN,6318467554.0
3/8/2016,BITCOIN,6292476529.0
3/9/2016,BITCOIN,6311258538.0
3/10/2016,BITCOIN,6371009646.0
3/11/2016,BITCOIN,6421211645.0
3/12/2016,BITCOIN,6281138643.0
3/13/2016,BITCOIN,6306111597.0
3/14/2016,BITCOIN,6357014020.0
3/15/2016,BITCOIN,6362353042.0
3/16/2016,BITCOIN,6390867973.0
3/17/2016,BITCOIN,6416576041.0
3/18/2016,BITCOIN,6269222347.0
3/19/2016,BITCOIN,6274029960.0
3/20/2016,BITCOIN,6320504988.0
3/21/2016,BITCOIN,6314953343.0
3/22/2016,BITCOIN,6392897933.0
3/23/2016,BITCOIN,6406678061.0
3/24/2016,BITCOIN,6349591401.0
3/25/2016,BITCOIN,6394300580.0
3/26/2016,BITCOIN,6402803379.0
3/27/2016,BITCOIN,6536896823.0
3/28/2016,BITCOIN,6499706637.0
3/29/2016,BITCOIN,6392933708.0
3/30/2016,BITCOIN,6347008620.0
3/31/2016,BITCOIN,6397181203.0
4/1/2016,BITCOIN,6417906692.0
4/2/2016,BITCOIN,6458783382.0
4/3/2016,BITCOIN,6465052567.0
4/4/2016,BITCOIN,6458592931.0
4/5/2016,BITCOIN,6505807454.0
4/6/2016,BITCOIN,6498314176.0
4/7/2016,BITCOIN,6493002235.0
4/8/2016,BITCOIN,6451007328.0
4/9/2016,BITCOIN,6454478065.0
4/10/2016,BITCOIN,6505561857.0
4/11/2016,BITCOIN,6527509951.0
4/12/2016,BITCOIN,6593161961.0
4/13/2016,BITCOIN,6555490264.0
4/14/2016,BITCOIN,6572419904.0
4/15/2016,BITCOIN,6649043797.0
4/16/2016,BITCOIN,6673565145.0
4/17/2016,BITCOIN,6630849315.0
4/18/2016,BITCOIN,6637183963.0
4/19/2016,BITCOIN,6761043337.0
4/20/2016,BITCOIN,6841562100.0
4/21/2016,BITCOIN,6990143509.0
4/22/2016,BITCOIN,6929440315.0
4/23/2016,BITCOIN,7020454409.0
4/24/2016,BITCOIN,7168422323.0
4/25/2016,BITCOIN,7199804841.0
4/26/2016,BITCOIN,7267999182.0
4/27/2016,BITCOIN,6900043951.0
4/28/2016,BITCOIN,6983903265.0
4/29/2016,BITCOIN,7077832660.0
4/30/2016,BITCOIN,6969368413.0
5/1/2016,BITCOIN,7050293956.0
5/2/2016,BITCOIN,6895888978.0
5/3/2016,BITCOIN,7001369979.0
5/4/2016,BITCOIN,6952690124.0
5/5/2016,BITCOIN,6969443376.0
5/6/2016,BITCOIN,7162989182.0
5/7/2016,BITCOIN,7159568138.0
5/8/2016,BITCOIN,7161770204.0
5/9/2016,BITCOIN,7196090526.0
5/10/2016,BITCOIN,7005610568.0
5/11/2016,BITCOIN,7050864289.0
5/12/2016,BITCOIN,7079025579.0
5/13/2016,BITCOIN,7106161522.0
5/14/2016,BITCOIN,7121450195.0
5/15/2016,BITCOIN,7165616823.0
5/16/2016,BITCOIN,7079627145.0
5/17/2016,BITCOIN,7055125033.0
5/18/2016,BITCOIN,7071491932.0
5/19/2016,BITCOIN,6811999979.0
5/20/2016,BITCOIN,6886364550.0
5/21/2016,BITCOIN,6914102782.0
5/22/2016,BITCOIN,6861331685.0
5/23/2016,BITCOIN,6920120049.0
5/24/2016,BITCOIN,6944649150.0
5/25/2016,BITCOIN,7022168560.0
5/26/2016,BITCOIN,7084240510.0
5/27/2016,BITCOIN,7356919396.0
5/28/2016,BITCOIN,8280061035.0
5/29/2016,BITCOIN,8229583542.0
5/30/2016,BITCOIN,8324219565.0
5/31/2016,BITCOIN,8286125544.0
6/1/2016,BITCOIN,8392142057.0
6/2/2016,BITCOIN,8412070381.0
6/3/2016,BITCOIN,8904430486.0
6/4/2016,BITCOIN,8970015733.0
6/5/2016,BITCOIN,8986071871.0
6/6/2016,BITCOIN,9156045667.0
6/7/2016,BITCOIN,9042608671.0
6/8/2016,BITCOIN,9117057926.0
6/9/2016,BITCOIN,9025689434.0
6/10/2016,BITCOIN,9070211832.0
6/11/2016,BITCOIN,9473581895.0
6/12/2016,BITCOIN,10492201177.0
6/13/2016,BITCOIN,11026059610.0
6/14/2016,BITCOIN,10725031134.0
6/15/2016,BITCOIN,10885085966.0
6/16/2016,BITCOIN,12022161320.0
6/17/2016,BITCOIN,11752287634.0
6/18/2016,BITCOIN,11884933873.0
6/19/2016,BITCOIN,12021211098.0
6/20/2016,BITCOIN,11330122759.0
6/21/2016,BITCOIN,10503151149.0
6/22/2016,BITCOIN,9332237049.0
6/23/2016,BITCOIN,9849731876.0
6/24/2016,BITCOIN,10423845685.0
6/25/2016,BITCOIN,10501041019.0
6/26/2016,BITCOIN,9899873514.0
6/27/2016,BITCOIN,10244767519.0
6/28/2016,BITCOIN,10168218550.0
6/29/2016,BITCOIN,10034928538.0
6/30/2016,BITCOIN,10598433063.0
7/1/2016,BITCOIN,10651789501.0
7/2/2016,BITCOIN,11051022772.0
7/3/2016,BITCOIN,10421572370.0
7/4/2016,BITCOIN,10696138829.0
7/5/2016,BITCOIN,10514851947.0
7/6/2016,BITCOIN,10666493628.0
7/7/2016,BITCOIN,10076877246.0
7/8/2016,BITCOIN,10472859284.0
7/9/2016,BITCOIN,10268410207.0
7/10/2016,BITCOIN,10238451114.0
7/11/2016,BITCOIN,10244547989.0
7/12/2016,BITCOIN,10556900220.0
7/13/2016,BITCOIN,10373781515.0
7/14/2016,BITCOIN,10415480467.0
7/15/2016,BITCOIN,10508840827.0
7/16/2016,BITCOIN,10486771968.0
7/17/2016,BITCOIN,10737317030.0
7/18/2016,BITCOIN,10644433356.0
7/19/2016,BITCOIN,10638288185.0
7/20/2016,BITCOIN,10523563158.0
7/21/2016,BITCOIN,10517518017.0
7/22/2016,BITCOIN,10261661311.0
7/23/2016,BITCOIN,10370234740.0
7/24/2016,BITCOIN,10434613479.0
7/25/2016,BITCOIN,10336696888.0
7/26/2016,BITCOIN,10329969987.0
7/27/2016,BITCOIN,10357038128.0
7/28/2016,BITCOIN,10356911757.0
7/29/2016,BITCOIN,10379602822.0
7/30/2016,BITCOIN,10345916191.0
7/31/2016,BITCOIN,9864724773.0
8/1/2016,BITCOIN,9577030364.0
8/2/2016,BITCOIN,8322263415.0
8/3/2016,BITCOIN,9008295637.0
8/4/2016,BITCOIN,9217820765.0
8/5/2016,BITCOIN,9183311869.0
8/6/2016,BITCOIN,9334869325.0
8/7/2016,BITCOIN,9398174945.0
8/8/2016,BITCOIN,9350234098.0
8/9/2016,BITCOIN,9292714923.0
8/10/2016,BITCOIN,9326018819.0
8/11/2016,BITCOIN,9321071961.0
8/12/2016,BITCOIN,9284313889.0
8/13/2016,BITCOIN,9256602279.0
8/14/2016,BITCOIN,9036749863.0
8/15/2016,BITCOIN,8961511865.0
8/16/2016,BITCOIN,9149930418.0
8/17/2016,BITCOIN,9075653639.0
8/18/2016,BITCOIN,9070420226.0
8/19/2016,BITCOIN,9082525897.0
8/20/2016,BITCOIN,9207694159.0
8/21/2016,BITCOIN,9192974031.0
8/22/2016,BITCOIN,9260287128.0
8/23/2016,BITCOIN,9224249078.0
8/24/2016,BITCOIN,9163192930.0
8/25/2016,BITCOIN,9121877487.0
8/26/2016,BITCOIN,9167825213.0
8/27/2016,BITCOIN,9031484019.0
8/28/2016,BITCOIN,9110255564.0
8/29/2016,BITCOIN,9084774575.0
8/30/2016,BITCOIN,9121861557.0
8/31/2016,BITCOIN,9068583847.0
9/1/2016,BITCOIN,9068776166.0
9/2/2016,BITCOIN,9143179091.0
9/3/2016,BITCOIN,9517044202.0
9/4/2016,BITCOIN,9679536502.0
9/5/2016,BITCOIN,9632847973.0
9/6/2016,BITCOIN,9720597611.0
9/7/2016,BITCOIN,9764017563.0
9/8/2016,BITCOIN,10001305154.0
9/9/2016,BITCOIN,9882305092.0
9/10/2016,BITCOIN,9911668531.0
9/11/2016,BITCOIN,9651049158.0
9/12/2016,BITCOIN,9643730238.0
9/13/2016,BITCOIN,9660647197.0
9/14/2016,BITCOIN,9673243561.0
9/15/2016,BITCOIN,9637224395.0
9/16/2016,BITCOIN,9649967224.0
9/17/2016,BITCOIN,9644457346.0
9/18/2016,BITCOIN,9711494484.0
9/19/2016,BITCOIN,9670230233.0
9/20/2016,BITCOIN,9663444448.0
9/21/2016,BITCOIN,9483191384.0
9/22/2016,BITCOIN,9462301607.0
9/23/2016,BITCOIN,9571587219.0
9/24/2016,BITCOIN,9577740940.0
9/25/2016,BITCOIN,9546117897.0
9/26/2016,BITCOIN,9645324788.0
9/27/2016,BITCOIN,9620722204.0
9/28/2016,BITCOIN,9614446389.0
9/29/2016,BITCOIN,9623733604.0
9/30/2016,BITCOIN,9683066605.0
10/1/2016,BITCOIN,9788324853.0
10/2/2016,BITCOIN,9731190837.0
10/3/2016,BITCOIN,9745737268.0
10/4/2016,BITCOIN,9705857424.0
10/5/2016,BITCOIN,9741183302.0
10/6/2016,BITCOIN,9736257394.0
10/7/2016,BITCOIN,9835157903.0
10/8/2016,BITCOIN,9858675006.0
10/9/2016,BITCOIN,9824887959.0
10/10/2016,BITCOIN,9841514817.0
10/11/2016,BITCOIN,10239043682.0
10/12/2016,BITCOIN,10138537354.0
10/13/2016,BITCOIN,10121177916.0
10/14/2016,BITCOIN,10188237764.0
10/15/2016,BITCOIN,10152694137.0
10/16/2016,BITCOIN,10243420100.0
10/17/2016,BITCOIN,10184264280.0
10/18/2016,BITCOIN,10128752916.0
10/19/2016,BITCOIN,10035141891.0
10/20/2016,BITCOIN,10019590594.0
10/21/2016,BITCOIN,10057661337.0
10/22/2016,BITCOIN,10435141081.0
10/23/2016,BITCOIN,10395711780.0
10/24/2016,BITCOIN,10366022954.0
10/25/2016,BITCOIN,10459102589.0
10/26/2016,BITCOIN,10768355905.0
10/27/2016,BITCOIN,10951796742.0
10/28/2016,BITCOIN,11014802220.0
10/29/2016,BITCOIN,11415870486.0
10/30/2016,BITCOIN,11160250071.0
10/31/2016,BITCOIN,11154581487.0
11/1/2016,BITCOIN,11661529206.0
11/2/2016,BITCOIN,11819005785.0
11/3/2016,BITCOIN,11015326936.0
11/4/2016,BITCOIN,11263702568.0
11/5/2016,BITCOIN,11287152647.0
11/6/2016,BITCOIN,11433480682.0
11/7/2016,BITCOIN,11279602080.0
11/8/2016,BITCOIN,11371425390.0
11/9/2016,BITCOIN,11527158053.0
11/10/2016,BITCOIN,11399343106.0
11/11/2016,BITCOIN,11437483628.0
11/12/2016,BITCOIN,11249497648.0
11/13/2016,BITCOIN,11247212521.0
11/14/2016,BITCOIN,11280973045.0
11/15/2016,BITCOIN,11389530641.0
11/16/2016,BITCOIN,11866029638.0
11/17/2016,BITCOIN,11759839928.0
11/18/2016,BITCOIN,11989295192.0
11/19/2016,BITCOIN,12016781422.0
11/20/2016,BITCOIN,11684215201.0
11/21/2016,BITCOIN,11783981825.0
11/22/2016,BITCOIN,11969083799.0
11/23/2016,BITCOIN,11862317941.0
11/24/2016,BITCOIN,11801632651.0
11/25/2016,BITCOIN,11840334133.0
11/26/2016,BITCOIN,11761186228.0
11/27/2016,BITCOIN,11651843795.0
11/28/2016,BITCOIN,11690828044.0
11/29/2016,BITCOIN,11717234335.0
11/30/2016,BITCOIN,11887637165.0
12/1/2016,BITCOIN,12072731073.0
12/2/2016,BITCOIN,12372495475.0
12/3/2016,BITCOIN,12274946447.0
12/4/2016,BITCOIN,12280685032.0
12/5/2016,BITCOIN,12062431724.0
12/6/2016,BITCOIN,12167169392.0
12/7/2016,BITCOIN,12262923084.0
12/8/2016,BITCOIN,12307255552.0
12/9/2016,BITCOIN,12376584249.0
12/10/2016,BITCOIN,12435140630.0
12/11/2016,BITCOIN,12357110241.0
12/12/2016,BITCOIN,12487098790.0
12/13/2016,BITCOIN,12495634323.0
12/14/2016,BITCOIN,12465433895.0
12/15/2016,BITCOIN,12454036746.0
12/16/2016,BITCOIN,12552466736.0
12/17/2016,BITCOIN,12672198174.0
12/18/2016,BITCOIN,12690122504.0
12/19/2016,BITCOIN,12685933294.0
12/20/2016,BITCOIN,12839787155.0
12/21/2016,BITCOIN,13302288136.0
12/22/2016,BITCOIN,13785965063.0
12/23/2016,BITCOIN,14704000146.0
12/24/2016,BITCOIN,14313545363.0
12/25/2016,BITCOIN,14393261025.0
12/26/2016,BITCOIN,14510491264.0
12/27/2016,BITCOIN,14877782798.0
12/28/2016,BITCOIN,15747603996.0
12/29/2016,BITCOIN,15645002162.0
12/30/2016,BITCOIN,15449532066.0
12/31/2016,BITCOIN,15576503794.0
1/1/2017,BITCOIN,16033166929.0
1/2/2017,BITCOIN,16353848176.0
1/3/2017,BITCOIN,16605694522.0
1/4/2017,BITCOIN,18246345823.0
1/5/2017,BITCOIN,16092973485.0
1/6/2017,BITCOIN,14357044094.0
1/7/2017,BITCOIN,14535387580.0
1/8/2017,BITCOIN,14682600908.0
1/9/2017,BITCOIN,14539700662.0
1/10/2017,BITCOIN,14589634709.0
1/11/2017,BITCOIN,12689026925.0
1/12/2017,BITCOIN,12993296881.0
1/13/2017,BITCOIN,13310975741.0
1/14/2017,BITCOIN,13204837500.0
1/15/2017,BITCOIN,13279051045.0
1/16/2017,BITCOIN,13382120129.0
1/17/2017,BITCOIN,14594958398.0
1/18/2017,BITCOIN,14197645179.0
1/19/2017,BITCOIN,14537996020.0
1/20/2017,BITCOIN,14425881540.0
1/21/2017,BITCOIN,14900046542.0
1/22/2017,BITCOIN,14869799008.0
1/23/2017,BITCOIN,14817362336.0
1/24/2017,BITCOIN,14313248722.0
1/25/2017,BITCOIN,14443045316.0
1/26/2017,BITCOIN,14783083523.0
1/27/2017,BITCOIN,14846112303.0
1/28/2017,BITCOIN,14885292937.0
1/29/2017,BITCOIN,14771981710.0
1/30/2017,BITCOIN,14849161142.0
1/31/2017,BITCOIN,15628390268.0
2/1/2017,BITCOIN,15937898190.0
2/2/2017,BITCOIN,16265430337.0
2/3/2017,BITCOIN,16389955944.0
2/4/2017,BITCOIN,16690201717.0
2/5/2017,BITCOIN,16381947062.0
2/6/2017,BITCOIN,16524823456.0
2/7/2017,BITCOIN,17016217921.0
2/8/2017,BITCOIN,16997840733.0
2/9/2017,BITCOIN,15875484012.0
2/10/2017,BITCOIN,16101828645.0
2/11/2017,BITCOIN,16341484984.0
2/12/2017,BITCOIN,16261183421.0
2/13/2017,BITCOIN,16160716999.0
2/14/2017,BITCOIN,16360999468.0
2/15/2017,BITCOIN,16390083680.0
2/16/2017,BITCOIN,16762275451.0
2/17/2017,BITCOIN,17117738325.0
2/18/2017,BITCOIN,17152060499.0
2/19/2017,BITCOIN,17123393629.0
2/20/2017,BITCOIN,17609003081.0
2/21/2017,BITCOIN,18260629743.0
2/22/2017,BITCOIN,18276271622.0
2/23/2017,BITCOIN,19235588833.0
2/24/2017,BITCOIN,19183431396.0
2/25/2017,BITCOIN,18637526263.0
2/26/2017,BITCOIN,19127391990.0
2/27/2017,BITCOIN,19330923263.0
2/28/2017,BITCOIN,19240074535.0
3/1/2017,BITCOIN,19890848403.0
3/2/2017,BITCOIN,20451484174.0
3/3/2017,BITCOIN,20881944223.0
3/4/2017,BITCOIN,20553283951.0
3/5/2017,BITCOIN,20674403462.0
3/6/2017,BITCOIN,20773565473.0
3/7/2017,BITCOIN,20001880904.0
3/8/2017,BITCOIN,18669841119.0
3/9/2017,BITCOIN,19341556301.0
3/10/2017,BITCOIN,17805304675.0
3/11/2017,BITCOIN,19076489140.0
3/12/2017,BITCOIN,19969225806.0
3/13/2017,BITCOIN,20095461364.0
3/14/2017,BITCOIN,20213663790.0
3/15/2017,BITCOIN,20412350080.0
3/16/2017,BITCOIN,19106964811.0
3/17/2017,BITCOIN,17390758588.0
3/18/2017,BITCOIN,15616177573.0
3/19/2017,BITCOIN,16553582294.0
3/20/2017,BITCOIN,16839878321.0
3/21/2017,BITCOIN,18043669246.0
3/22/2017,BITCOIN,16836417663.0
3/23/2017,BITCOIN,16690135753.0
3/24/2017,BITCOIN,15180766239.0
3/25/2017,BITCOIN,15725921903.0
3/26/2017,BITCOIN,15637233759.0
3/27/2017,BITCOIN,16937423478.0
3/28/2017,BITCOIN,16975887613.0
3/29/2017,BITCOIN,16888765398.0
3/30/2017,BITCOIN,16863262866.0
3/31/2017,BITCOIN,17575951028.0
4/1/2017,BITCOIN,17704176777.0
4/2/2017,BITCOIN,17966971909.0
4/3/2017,BITCOIN,18604950334.0
4/4/2017,BITCOIN,18562153298.0
4/5/2017,BITCOIN,18465129661.0
4/6/2017,BITCOIN,19423001888.0
4/7/2017,BITCOIN,19378832835.0
4/8/2017,BITCOIN,19261932037.0
4/9/2017,BITCOIN,19739484515.0
4/10/2017,BITCOIN,19709437324.0
4/11/2017,BITCOIN,20007000414.0
4/12/2017,BITCOIN,19786756714.0
4/13/2017,BITCOIN,19079940944.0
4/14/2017,BITCOIN,19110862530.0
4/15/2017,BITCOIN,19133066482.0
4/16/2017,BITCOIN,19104759790.0
4/17/2017,BITCOIN,19403226165.0
4/18/2017,BITCOIN,19571960689.0
4/19/2017,BITCOIN,19695082030.0
4/20/2017,BITCOIN,20124510672.0
4/21/2017,BITCOIN,20314924260.0
4/22/2017,BITCOIN,20255522193.0
4/23/2017,BITCOIN,20362991160.0
4/24/2017,BITCOIN,20482848937.0
4/25/2017,BITCOIN,20853825941.0
4/26/2017,BITCOIN,21127120045.0
4/27/2017,BITCOIN,21934673310.0
4/28/2017,BITCOIN,21971111454.0
4/29/2017,BITCOIN,22132640554.0
4/30/2017,BITCOIN,22530412835.0
5/1/2017,BITCOIN,23429544485.0
5/2/2017,BITCOIN,23870678471.0
5/3/2017,BITCOIN,24779696475.0
5/4/2017,BITCOIN,25115973329.0
5/5/2017,BITCOIN,24955664080.0
5/6/2017,BITCOIN,25667501899.0
5/7/2017,BITCOIN,24903613050.0
5/8/2017,BITCOIN,27498797785.0
5/9/2017,BITCOIN,28059281601.0
5/10/2017,BITCOIN,29095216205.0
5/11/2017,BITCOIN,29963230354.0
5/12/2017,BITCOIN,27830857573.0
5/13/2017,BITCOIN,29061763163.0
5/14/2017,BITCOIN,29306338268.0
5/15/2017,BITCOIN,28367593223.0
5/16/2017,BITCOIN,28699495338.0
5/17/2017,BITCOIN,29547786219.0
5/18/2017,BITCOIN,30947901332.0
5/19/2017,BITCOIN,32149470137.0
5/20/2017,BITCOIN,33470233811.0
5/21/2017,BITCOIN,33426678946.0
5/22/2017,BITCOIN,33981601941.0
5/23/2017,BITCOIN,36901498031.0
5/24/2017,BITCOIN,39484489321.0
5/25/2017,BITCOIN,37929364613.0
5/26/2017,BITCOIN,37276668053.0
5/27/2017,BITCOIN,33435937258.0
5/28/2017,BITCOIN,36407455223.0
5/29/2017,BITCOIN,37377119026.0
5/30/2017,BITCOIN,35460507433.0
5/31/2017,BITCOIN,37627739545.0
6/1/2017,BITCOIN,39276677606.0
6/2/2017,BITCOIN,40582896889.0
