date,coin,market_capitalization_in_usd
5/26/2022,ETHERIUM,214336000000.0
5/27/2022,ETHERIUM,204107000000.0
5/28/2022,ETHERIUM,212710000000.0
5/29/2022,ETHERIUM,214793000000.0
5/30/2022,ETHERIUM,236806000000.0
5/31/2022,ETHERIUM,230990000000.0
6/1/2022,ETHERIUM,216808000000.0
6/2/2022,ETHERIUM,217741000000.0
6/3/2022,ETHERIUM,210392000000.0
6/4/2022,ETHERIUM,213457000000.0
6/5/2022,ETHERIUM,214258000000.0
6/6/2022,ETHERIUM,220368000000.0
6/7/2022,ETHERIUM,215101000000.0
6/8/2022,ETHERIUM,212969000000.0
6/9/2022,ETHERIUM,212112000000.0
6/10/2022,ETHERIUM,197327000000.0
6/11/2022,ETHERIUM,181555000000.0
6/12/2022,ETHERIUM,172058000000.0
6/13/2022,ETHERIUM,141530000000.0
6/14/2022,ETHERIUM,143127000000.0
6/15/2022,ETHERIUM,145864000000.0
6/16/2022,ETHERIUM,126108000000.0
6/17/2022,ETHERIUM,129081000000.0
6/18/2022,ETHERIUM,117901000000.0
6/19/2022,ETHERIUM,133538000000.0
6/20/2022,ETHERIUM,133313000000.0
6/21/2022,ETHERIUM,133610000000.0
6/22/2022,ETHERIUM,125029000000.0
6/23/2022,ETHERIUM,135997000000.0
6/24/2022,ETHERIUM,146601000000.0
6/25/2022,ETHERIUM,147627000000.0
6/26/2022,ETHERIUM,143093000000.0
6/27/2022,ETHERIUM,141994000000.0
6/28/2022,ETHERIUM,135812000000.0
6/29/2022,ETHERIUM,130237000000.0
6/30/2022,ETHERIUM,123793000000.0
7/1/2022,ETHERIUM,126724000000.0
7/2/2022,ETHERIUM,126787000000.0
7/3/2022,ETHERIUM,127654000000.0
7/4/2022,ETHERIUM,136757000000.0
7/5/2022,ETHERIUM,134914000000.0
7/6/2022,ETHERIUM,141522000000.0
7/7/2022,ETHERIUM,147294000000.0
7/8/2022,ETHERIUM,146454000000.0
7/9/2022,ETHERIUM,144750000000.0
7/10/2022,ETHERIUM,138837000000.0
7/11/2022,ETHERIUM,130466000000.0
7/12/2022,ETHERIUM,123788000000.0
7/13/2022,ETHERIUM,132083000000.0
7/14/2022,ETHERIUM,141718000000.0
7/15/2022,ETHERIUM,147047000000.0
7/16/2022,ETHERIUM,161005000000.0
7/17/2022,ETHERIUM,160153000000.0
7/18/2022,ETHERIUM,186744000000.0
7/19/2022,ETHERIUM,184042000000.0
7/20/2022,ETHERIUM,181378000000.0
7/21/2022,ETHERIUM,187986000000.0
7/22/2022,ETHERIUM,183012000000.0
7/23/2022,ETHERIUM,184682000000.0
7/24/2022,ETHERIUM,191001000000.0
7/25/2022,ETHERIUM,174144000000.0
7/26/2022,ETHERIUM,170530000000.0
7/27/2022,ETHERIUM,194515000000.0
7/28/2022,ETHERIUM,205529000000.0
7/29/2022,ETHERIUM,208109000000.0
7/30/2022,ETHERIUM,201792000000.0
7/31/2022,ETHERIUM,200597000000.0
8/1/2022,ETHERIUM,195032000000.0
8/2/2022,ETHERIUM,195614000000.0
8/3/2022,ETHERIUM,192733000000.0
8/4/2022,ETHERIUM,191647000000.0
8/5/2022,ETHERIUM,205822000000.0
8/6/2022,ETHERIUM,202254000000.0
8/7/2022,ETHERIUM,202508000000.0
8/8/2022,ETHERIUM,211903000000.0
8/9/2022,ETHERIUM,203324000000.0
8/10/2022,ETHERIUM,220866000000.0
8/11/2022,ETHERIUM,224143000000.0
8/12/2022,ETHERIUM,233315000000.0
8/13/2022,ETHERIUM,236498000000.0
8/14/2022,ETHERIUM,231162000000.0
8/15/2022,ETHERIUM,227054000000.0
8/16/2022,ETHERIUM,224077000000.0
8/17/2022,ETHERIUM,218916000000.0
8/18/2022,ETHERIUM,220848000000.0
8/19/2022,ETHERIUM,192999000000.0
8/20/2022,ETHERIUM,188239000000.0
8/21/2022,ETHERIUM,193707000000.0
8/22/2022,ETHERIUM,192113000000.0
8/23/2022,ETHERIUM,198817000000.0
8/24/2022,ETHERIUM,198224000000.0
8/25/2022,ETHERIUM,202588000000.0
8/26/2022,ETHERIUM,180342000000.0
8/27/2022,ETHERIUM,178454000000.0
8/28/2022,ETHERIUM,172263000000.0
8/29/2022,ETHERIUM,185355000000.0
8/30/2022,ETHERIUM,182898000000.0
8/31/2022,ETHERIUM,185563000000.0
9/1/2022,ETHERIUM,189721000000.0
9/2/2022,ETHERIUM,188574000000.0
9/3/2022,ETHERIUM,186017000000.0
9/4/2022,ETHERIUM,188545000000.0
9/5/2022,ETHERIUM,192995000000.0
9/6/2022,ETHERIUM,187346000000.0
9/7/2022,ETHERIUM,195524000000.0
9/8/2022,ETHERIUM,195623000000.0
9/9/2022,ETHERIUM,205570000000.0
9/10/2022,ETHERIUM,213040000000.0
9/11/2022,ETHERIUM,210511000000.0
9/12/2022,ETHERIUM,204822000000.0
9/13/2022,ETHERIUM,188470000000.0
9/14/2022,ETHERIUM,195639000000.0
9/15/2022,ETHERIUM,176337000000.0
9/16/2022,ETHERIUM,171248000000.0
9/17/2022,ETHERIUM,175954000000.0
9/18/2022,ETHERIUM,160205000000.0
9/19/2022,ETHERIUM,165183000000.0
9/20/2022,ETHERIUM,158472000000.0
9/21/2022,ETHERIUM,149576000000.0
9/22/2022,ETHERIUM,159099000000.0
9/23/2022,ETHERIUM,159371000000.0
9/24/2022,ETHERIUM,157701000000.0
9/25/2022,ETHERIUM,155011000000.0
9/26/2022,ETHERIUM,159779000000.0
9/27/2022,ETHERIUM,159314000000.0
9/28/2022,ETHERIUM,160344000000.0
9/29/2022,ETHERIUM,159684000000.0
9/30/2022,ETHERIUM,158896000000.0
10/1/2022,ETHERIUM,156996000000.0
10/2/2022,ETHERIUM,152845000000.0
10/3/2022,ETHERIUM,158573000000.0
10/4/2022,ETHERIUM,163173000000.0
10/5/2022,ETHERIUM,161939000000.0
10/6/2022,ETHERIUM,161793000000.0
10/7/2022,ETHERIUM,159540000000.0
10/8/2022,ETHERIUM,157492000000.0
10/9/2022,ETHERIUM,158144000000.0
10/10/2022,ETHERIUM,154681000000.0
10/11/2022,ETHERIUM,153060000000.0
10/12/2022,ETHERIUM,154984000000.0
10/13/2022,ETHERIUM,154211000000.0
10/14/2022,ETHERIUM,155301000000.0
10/15/2022,ETHERIUM,152626000000.0
10/16/2022,ETHERIUM,156289000000.0
10/17/2022,ETHERIUM,159489000000.0
10/18/2022,ETHERIUM,156964000000.0
10/19/2022,ETHERIUM,153772000000.0
10/20/2022,ETHERIUM,153438000000.0
10/21/2022,ETHERIUM,155585000000.0
10/22/2022,ETHERIUM,157309000000.0
10/23/2022,ETHERIUM,163239000000.0
10/24/2022,ETHERIUM,160925000000.0
10/25/2022,ETHERIUM,174894000000.0
10/26/2022,ETHERIUM,188053000000.0
10/27/2022,ETHERIUM,181291000000.0
10/28/2022,ETHERIUM,186218000000.0
10/29/2022,ETHERIUM,193747000000.0
10/30/2022,ETHERIUM,190229000000.0
10/31/2022,ETHERIUM,188035000000.0
11/1/2022,ETHERIUM,189116000000.0
11/2/2022,ETHERIUM,181852000000.0
11/3/2022,ETHERIUM,183072000000.0
11/4/2022,ETHERIUM,196827000000.0
11/5/2022,ETHERIUM,194741000000.0
11/6/2022,ETHERIUM,188471000000.0
11/7/2022,ETHERIUM,187570000000.0
11/8/2022,ETHERIUM,159371000000.0
11/9/2022,ETHERIUM,130782000000.0
11/10/2022,ETHERIUM,155255000000.0
11/11/2022,ETHERIUM,153258000000.0
11/12/2022,ETHERIUM,149799000000.0
11/13/2022,ETHERIUM,145985000000.0
11/14/2022,ETHERIUM,148445000000.0
11/15/2022,ETHERIUM,149498000000.0
11/16/2022,ETHERIUM,145338000000.0
11/17/2022,ETHERIUM,143533000000.0
11/18/2022,ETHERIUM,144699000000.0
11/19/2022,ETHERIUM,145789000000.0
11/20/2022,ETHERIUM,136341000000.0
11/21/2022,ETHERIUM,132511000000.0
11/22/2022,ETHERIUM,135755000000.0
11/23/2022,ETHERIUM,141543000000.0
11/24/2022,ETHERIUM,143877000000.0
11/25/2022,ETHERIUM,143442000000.0
11/26/2022,ETHERIUM,144129000000.0
11/27/2022,ETHERIUM,143177000000.0
11/28/2022,ETHERIUM,139831000000.0
11/29/2022,ETHERIUM,145592000000.0
11/30/2022,ETHERIUM,155275000000.0
12/1/2022,ETHERIUM,152602000000.0
12/2/2022,ETHERIUM,154653000000.0
12/3/2022,ETHERIUM,148438000000.0
12/4/2022,ETHERIUM,153114000000.0
12/5/2022,ETHERIUM,150540000000.0
12/6/2022,ETHERIUM,151933000000.0
12/7/2022,ETHERIUM,147429000000.0
12/8/2022,ETHERIUM,153298000000.0
12/9/2022,ETHERIUM,151090000000.0
12/10/2022,ETHERIUM,151514000000.0
12/11/2022,ETHERIUM,151069000000.0
12/12/2022,ETHERIUM,152468000000.0
12/13/2022,ETHERIUM,157922000000.0
12/14/2022,ETHERIUM,156454000000.0
12/15/2022,ETHERIUM,151187000000.0
12/16/2022,ETHERIUM,139275000000.0
12/17/2022,ETHERIUM,141969000000.0
12/18/2022,ETHERIUM,142005000000.0
12/19/2022,ETHERIUM,139579000000.0
12/20/2022,ETHERIUM,145635000000.0
12/21/2022,ETHERIUM,144986000000.0
12/22/2022,ETHERIUM,145519000000.0
12/23/2022,ETHERIUM,145878000000.0
12/24/2022,ETHERIUM,145962000000.0
12/25/2022,ETHERIUM,145626000000.0
12/26/2022,ETHERIUM,146413000000.0
12/27/2022,ETHERIUM,144880000000.0
12/28/2022,ETHERIUM,142072000000.0
12/29/2022,ETHERIUM,143602000000.0
12/30/2022,ETHERIUM,143321000000.0
12/31/2022,ETHERIUM,142930000000.0
1/1/2023,ETHERIUM,143487000000.0
1/2/2023,ETHERIUM,145258000000.0
1/3/2023,ETHERIUM,145183000000.0
1/4/2023,ETHERIUM,150166000000.0
1/5/2023,ETHERIUM,149473000000.0
1/6/2023,ETHERIUM,151754000000.0
1/7/2023,ETHERIUM,151065000000.0
1/8/2023,ETHERIUM,153589000000.0
1/9/2023,ETHERIUM,157888000000.0
1/10/2023,ETHERIUM,159683000000.0
1/11/2023,ETHERIUM,165042000000.0
1/12/2023,ETHERIUM,169418000000.0
1/13/2023,ETHERIUM,173329000000.0
1/14/2023,ETHERIUM,185482000000.0
1/15/2023,ETHERIUM,185568000000.0
1/16/2023,ETHERIUM,188628000000.0
1/17/2023,ETHERIUM,187697000000.0
1/18/2023,ETHERIUM,181690000000.0
1/19/2023,ETHERIUM,185314000000.0
1/20/2023,ETHERIUM,198190000000.0
1/21/2023,ETHERIUM,194608000000.0
1/22/2023,ETHERIUM,194622000000.0
1/23/2023,ETHERIUM,194579000000.0
1/24/2023,ETHERIUM,185708000000.0
1/25/2023,ETHERIUM,192157000000.0
1/26/2023,ETHERIUM,191461000000.0
1/27/2023,ETHERIUM,190989000000.0
1/28/2023,ETHERIUM,187660000000.0
1/29/2023,ETHERIUM,196753000000.0
1/30/2023,ETHERIUM,187152000000.0
1/31/2023,ETHERIUM,189399000000.0
2/1/2023,ETHERIUM,196216000000.0
2/2/2023,ETHERIUM,196742000000.0
2/3/2023,ETHERIUM,199039000000.0
2/4/2023,ETHERIUM,199685000000.0
2/5/2023,ETHERIUM,194911000000.0
2/6/2023,ETHERIUM,192894000000.0
2/7/2023,ETHERIUM,199872000000.0
2/8/2023,ETHERIUM,197179000000.0
2/9/2023,ETHERIUM,184674000000.0
2/10/2023,ETHERIUM,180922000000.0
2/11/2023,ETHERIUM,184017000000.0
2/12/2023,ETHERIUM,180859000000.0
2/13/2023,ETHERIUM,179953000000.0
2/14/2023,ETHERIUM,186062000000.0
2/15/2023,ETHERIUM,199844000000.0
2/16/2023,ETHERIUM,196379000000.0
2/17/2023,ETHERIUM,202602000000.0
2/18/2023,ETHERIUM,201987000000.0
2/19/2023,ETHERIUM,201060000000.0
2/20/2023,ETHERIUM,203166000000.0
2/21/2023,ETHERIUM,197691000000.0
2/22/2023,ETHERIUM,196113000000.0
2/23/2023,ETHERIUM,196997000000.0
2/24/2023,ETHERIUM,192084000000.0
2/25/2023,ETHERIUM,190361000000.0
2/26/2023,ETHERIUM,195932000000.0
2/27/2023,ETHERIUM,195098000000.0
2/28/2023,ETHERIUM,191873000000.0
3/1/2023,ETHERIUM,198441000000.0
3/2/2023,ETHERIUM,196782000000.0
3/3/2023,ETHERIUM,187381000000.0
3/4/2023,ETHERIUM,186985000000.0
3/5/2023,ETHERIUM,186711000000.0
3/6/2023,ETHERIUM,187172000000.0
3/7/2023,ETHERIUM,186270000000.0
3/8/2023,ETHERIUM,183184000000.0
3/9/2023,ETHERIUM,171531000000.0
3/10/2023,ETHERIUM,171225000000.0
3/11/2023,ETHERIUM,176357000000.0
3/12/2023,ETHERIUM,189396000000.0
3/13/2023,ETHERIUM,200300000000.0
3/14/2023,ETHERIUM,203757000000.0
3/15/2023,ETHERIUM,197609000000.0
3/16/2023,ETHERIUM,200210000000.0
3/17/2023,ETHERIUM,213785000000.0
3/18/2023,ETHERIUM,210600000000.0
3/19/2023,ETHERIUM,215059000000.0
3/20/2023,ETHERIUM,207372000000.0
3/21/2023,ETHERIUM,215450000000.0
3/22/2023,ETHERIUM,207471000000.0
3/23/2023,ETHERIUM,217131000000.0
3/24/2023,ETHERIUM,208998000000.0
3/25/2023,ETHERIUM,207961000000.0
3/26/2023,ETHERIUM,212261000000.0
3/27/2023,ETHERIUM,204659000000.0
3/28/2023,ETHERIUM,211820000000.0
3/29/2023,ETHERIUM,214181000000.0
3/30/2023,ETHERIUM,213822000000.0
3/31/2023,ETHERIUM,217660000000.0
4/1/2023,ETHERIUM,217467000000.0
4/2/2023,ETHERIUM,214163000000.0
4/3/2023,ETHERIUM,216118000000.0
4/4/2023,ETHERIUM,222914000000.0
4/5/2023,ETHERIUM,228030000000.0
4/6/2023,ETHERIUM,223366000000.0
4/7/2023,ETHERIUM,222676000000.0
4/8/2023,ETHERIUM,220931000000.0
4/9/2023,ETHERIUM,222046000000.0
4/10/2023,ETHERIUM,228124000000.0
4/11/2023,ETHERIUM,225686000000.0
4/12/2023,ETHERIUM,229301000000.0
4/13/2023,ETHERIUM,240332000000.0
4/14/2023,ETHERIUM,251463000000.0
4/15/2023,ETHERIUM,251354000000.0
4/16/2023,ETHERIUM,254928000000.0
4/17/2023,ETHERIUM,249910000000.0
4/18/2023,ETHERIUM,252958000000.0
4/19/2023,ETHERIUM,233204000000.0
4/20/2023,ETHERIUM,234390000000.0
4/21/2023,ETHERIUM,223122000000.0
4/22/2023,ETHERIUM,226251000000.0
4/23/2023,ETHERIUM,224710000000.0
4/24/2023,ETHERIUM,222821000000.0
4/25/2023,ETHERIUM,225917000000.0
4/26/2023,ETHERIUM,225781000000.0
4/27/2023,ETHERIUM,230927000000.0
4/28/2023,ETHERIUM,229451000000.0
4/29/2023,ETHERIUM,230932000000.0
4/30/2023,ETHERIUM,228503000000.0
5/1/2023,ETHERIUM,221990000000.0
5/2/2023,ETHERIUM,226896000000.0
5/3/2023,ETHERIUM,231128000000.0
5/4/2023,ETHERIUM,227814000000.0
5/5/2023,ETHERIUM,242332000000.0
5/6/2023,ETHERIUM,230791000000.0
5/7/2023,ETHERIUM,231030000000.0
5/8/2023,ETHERIUM,225023000000.0
5/9/2023,ETHERIUM,224771000000.0
5/10/2023,ETHERIUM,224093000000.0
5/11/2023,ETHERIUM,218430000000.0
5/12/2023,ETHERIUM,220032000000.0
5/13/2023,ETHERIUM,219113000000.0
5/14/2023,ETHERIUM,219167000000.0
5/15/2023,ETHERIUM,221532000000.0
5/16/2023,ETHERIUM,222170000000.0
5/17/2023,ETHERIUM,221946000000.0
5/18/2023,ETHERIUM,219705000000.0
5/19/2023,ETHERIUM,220865000000.0
5/20/2023,ETHERIUM,221614000000.0
5/21/2023,ETHERIUM,220125000000.0
5/22/2023,ETHERIUM,221611000000.0
5/23/2023,ETHERIUM,226040000000.0
5/24/2023,ETHERIUM,219532000000.0
5/25/2023,ETHERIUM,220244000000.0
5/26/2023,ETHERIUM,222986000000.0
5/27/2023,ETHERIUM,223207000000.0
5/28/2023,ETHERIUM,233036000000.0
5/29/2023,ETHERIUM,231035000000.0
5/30/2023,ETHERIUM,231778000000.0
5/31/2023,ETHERIUM,228440000000.0
6/1/2023,ETHERIUM,227104000000.0
6/2/2023,ETHERIUM,232606000000.0
6/3/2023,ETHERIUM,230785000000.0
6/4/2023,ETHERIUM,230871000000.0
6/5/2023,ETHERIUM,221187000000.0
6/6/2023,ETHERIUM,229833000000.0
6/7/2023,ETHERIUM,223579000000.0
6/8/2023,ETHERIUM,225453000000.0
6/9/2023,ETHERIUM,224389000000.0
6/10/2023,ETHERIUM,214038000000.0
6/11/2023,ETHERIUM,214017000000.0
6/12/2023,ETHERIUM,212891000000.0
6/13/2023,ETHERIUM,212219000000.0
6/14/2023,ETHERIUM,201680000000.0
6/15/2023,ETHERIUM,203398000000.0
6/16/2023,ETHERIUM,209892000000.0
6/17/2023,ETHERIUM,211243000000.0
6/18/2023,ETHERIUM,210349000000.0
6/19/2023,ETHERIUM,212314000000.0
6/20/2023,ETHERIUM,219078000000.0
6/21/2023,ETHERIUM,231891000000.0
6/22/2023,ETHERIUM,229457000000.0
6/23/2023,ETHERIUM,231570000000.0
6/24/2023,ETHERIUM,229686000000.0
6/25/2023,ETHERIUM,232622000000.0
6/26/2023,ETHERIUM,227489000000.0
6/27/2023,ETHERIUM,231349000000.0
6/28/2023,ETHERIUM,224093000000.0
6/29/2023,ETHERIUM,226971000000.0
6/30/2023,ETHERIUM,236949000000.0
7/1/2023,ETHERIUM,235561000000.0
7/2/2023,ETHERIUM,237109000000.0
7/3/2023,ETHERIUM,239391000000.0
7/4/2023,ETHERIUM,237459000000.0
7/5/2023,ETHERIUM,234242000000.0
7/6/2023,ETHERIUM,227189000000.0
7/7/2023,ETHERIUM,229061000000.0
7/8/2023,ETHERIUM,228422000000.0
7/9/2023,ETHERIUM,228251000000.0
7/10/2023,ETHERIUM,230433000000.0
7/11/2023,ETHERIUM,230219000000.0
7/12/2023,ETHERIUM,229496000000.0
7/13/2023,ETHERIUM,245507000000.0
7/14/2023,ETHERIUM,237311000000.0
7/15/2023,ETHERIUM,236772000000.0
7/16/2023,ETHERIUM,236019000000.0
7/17/2023,ETHERIUM,234542000000.0
7/18/2023,ETHERIUM,232730000000.0
7/19/2023,ETHERIUM,231766000000.0
7/20/2023,ETHERIUM,232073000000.0
7/21/2023,ETHERIUM,232101000000.0
7/22/2023,ETHERIUM,228336000000.0
7/23/2023,ETHERIUM,231625000000.0
7/24/2023,ETHERIUM,226969000000.0
7/25/2023,ETHERIUM,227908000000.0
7/26/2023,ETHERIUM,229587000000.0
7/27/2023,ETHERIUM,228103000000.0
7/28/2023,ETHERIUM,230086000000.0
7/29/2023,ETHERIUM,230838000000.0
7/30/2023,ETHERIUM,228463000000.0
7/31/2023,ETHERIUM,227822000000.0
8/1/2023,ETHERIUM,229153000000.0
8/2/2023,ETHERIUM,225639000000.0
8/3/2023,ETHERIUM,225372000000.0
8/4/2023,ETHERIUM,224209000000.0
8/5/2023,ETHERIUM,225363000000.0
8/6/2023,ETHERIUM,224337000000.0
8/7/2023,ETHERIUM,224211000000.0
8/8/2023,ETHERIUM,228003000000.0
8/9/2023,ETHERIUM,227856000000.0
8/10/2023,ETHERIUM,227338000000.0
8/11/2023,ETHERIUM,226826000000.0
8/12/2023,ETHERIUM,227085000000.0
8/13/2023,ETHERIUM,225912000000.0
8/14/2023,ETHERIUM,226514000000.0
8/15/2023,ETHERIUM,224468000000.0
8/16/2023,ETHERIUM,222042000000.0
8/17/2023,ETHERIUM,207555000000.0
8/18/2023,ETHERIUM,204096000000.0
8/19/2023,ETHERIUM,205108000000.0
8/20/2023,ETHERIUM,206919000000.0
8/21/2023,ETHERIUM,204929000000.0
8/22/2023,ETHERIUM,200617000000.0
8/23/2023,ETHERIUM,206421000000.0
8/24/2023,ETHERIUM,203696000000.0
8/25/2023,ETHERIUM,203249000000.0
8/26/2023,ETHERIUM,202389000000.0
8/27/2023,ETHERIUM,203729000000.0
8/28/2023,ETHERIUM,203341000000.0
8/29/2023,ETHERIUM,212474000000.0
8/30/2023,ETHERIUM,209782000000.0
8/31/2023,ETHERIUM,202482000000.0
9/1/2023,ETHERIUM,200417000000.0
9/2/2023,ETHERIUM,201422000000.0
9/3/2023,ETHERIUM,201289000000.0
9/4/2023,ETHERIUM,200325000000.0
9/5/2023,ETHERIUM,200993000000.0
9/6/2023,ETHERIUM,200965000000.0
9/7/2023,ETHERIUM,202661000000.0
9/8/2023,ETHERIUM,201470000000.0
9/9/2023,ETHERIUM,201269000000.0
9/10/2023,ETHERIUM,199230000000.0
9/11/2023,ETHERIUM,190867000000.0
9/12/2023,ETHERIUM,196376000000.0
9/13/2023,ETHERIUM,198071000000.0
9/14/2023,ETHERIUM,200513000000.0
9/15/2023,ETHERIUM,202539000000.0
9/16/2023,ETHERIUM,201421000000.0
9/17/2023,ETHERIUM,199732000000.0
9/18/2023,ETHERIUM,201844000000.0
9/19/2023,ETHERIUM,202575000000.0
9/20/2023,ETHERIUM,200017000000.0
9/21/2023,ETHERIUM,195338000000.0
9/29/2017,CHAINLINK,324559541.2
9/30/2017,CHAINLINK,446579790.1
10/1/2017,CHAINLINK,437717912.6
10/2/2017,CHAINLINK,368875052.9
10/3/2017,CHAINLINK,347914667.5
10/4/2017,CHAINLINK,392779082.9
10/5/2017,CHAINLINK,406452073.6
10/6/2017,CHAINLINK,477512318.7
10/7/2017,CHAINLINK,451098661.9
10/8/2017,CHAINLINK,379445247.3
10/9/2017,CHAINLINK,376994562.7
10/10/2017,CHAINLINK,414854673.6
10/11/2017,CHAINLINK,449692771.7
10/12/2017,CHAINLINK,446852335.9
10/13/2017,CHAINLINK,435515893.9
10/14/2017,CHAINLINK,397042242.5
10/15/2017,CHAINLINK,412842107.4
10/16/2017,CHAINLINK,418564260.3
10/17/2017,CHAINLINK,402976399.3
10/18/2017,CHAINLINK,368877248.7
10/19/2017,CHAINLINK,303326989.5
10/20/2017,CHAINLINK,223418894.1
10/21/2017,CHAINLINK,249830443.2
10/22/2017,CHAINLINK,264357976.8
10/23/2017,CHAINLINK,246801730.4
10/24/2017,CHAINLINK,255401693.4
10/25/2017,CHAINLINK,256185912.3
10/26/2017,CHAINLINK,228095257.1
10/27/2017,CHAINLINK,224886416.9
10/28/2017,CHAINLINK,207153313.6
10/29/2017,CHAINLINK,198262741.8
10/30/2017,CHAINLINK,208743901.6
10/31/2017,CHAINLINK,192096210.3
11/1/2017,CHAINLINK,157751686.7
11/2/2017,CHAINLINK,169257536.6
11/3/2017,CHAINLINK,170670695.7
11/4/2017,CHAINLINK,176636406.5
11/5/2017,CHAINLINK,172005225.4
11/6/2017,CHAINLINK,166622428.9
11/7/2017,CHAINLINK,177355978.6
11/8/2017,CHAINLINK,217268991.5
11/9/2017,CHAINLINK,223709787.3
11/10/2017,CHAINLINK,187505016.2
11/11/2017,CHAINLINK,179281749.8
11/12/2017,CHAINLINK,169621595.5
11/13/2017,CHAINLINK,184107208.1
11/14/2017,CHAINLINK,185812131.0
11/15/2017,CHAINLINK,184436057.6
11/16/2017,CHAINLINK,168253531.9
11/17/2017,CHAINLINK,155380359.7
11/18/2017,CHAINLINK,170653467.7
11/19/2017,CHAINLINK,161281143.4
11/20/2017,CHAINLINK,160763543.9
11/21/2017,CHAINLINK,156161552.8
11/22/2017,CHAINLINK,171272479.3
11/23/2017,CHAINLINK,166203944.1
11/24/2017,CHAINLINK,192176503.0
11/25/2017,CHAINLINK,180255120.4
11/26/2017,CHAINLINK,181772695.5
11/27/2017,CHAINLINK,184849837.5
11/28/2017,CHAINLINK,178796401.6
11/29/2017,CHAINLINK,146538185.2
11/30/2017,CHAINLINK,169412612.4
12/1/2017,CHAINLINK,175288959.7
12/2/2017,CHAINLINK,203085272.8
12/3/2017,CHAINLINK,231062100.2
12/4/2017,CHAINLINK,228208981.4
12/5/2017,CHAINLINK,300336804.9
12/6/2017,CHAINLINK,292344140.8
12/7/2017,CHAINLINK,260503807.7
12/8/2017,CHAINLINK,247136109.7
12/9/2017,CHAINLINK,243053018.9
12/10/2017,CHAINLINK,258518201.1
12/11/2017,CHAINLINK,262331978.6
12/12/2017,CHAINLINK,234152713.9
12/13/2017,CHAINLINK,262421613.3
12/14/2017,CHAINLINK,313506471.9
12/15/2017,CHAINLINK,323300926.5
12/16/2017,CHAINLINK,343502850.2
12/17/2017,CHAINLINK,412228244.6
12/18/2017,CHAINLINK,471468279.9
12/19/2017,CHAINLINK,424581425.9
12/20/2017,CHAINLINK,374184964.8
12/21/2017,CHAINLINK,425474394.5
12/22/2017,CHAINLINK,437645873.8
12/23/2017,CHAINLINK,625565419.1
12/24/2017,CHAINLINK,552215756.3
12/25/2017,CHAINLINK,512713796.8
12/26/2017,CHAINLINK,505183979.3
12/27/2017,CHAINLINK,503189220.0
12/28/2017,CHAINLINK,510407489.1
12/29/2017,CHAINLINK,488564292.2
12/30/2017,CHAINLINK,539895953.5
12/31/2017,CHAINLINK,600312060.3
1/1/2018,CHAINLINK,722198645.0
1/2/2018,CHAINLINK,659274975.5
1/3/2018,CHAINLINK,679001226.1
1/4/2018,CHAINLINK,988861298.5
1/5/2018,CHAINLINK,912981438.9
1/6/2018,CHAINLINK,1046184113.0
1/7/2018,CHAINLINK,1263834838.0
1/8/2018,CHAINLINK,1355696021.0
1/9/2018,CHAINLINK,1225049079.0
1/10/2018,CHAINLINK,1172517540.0
1/11/2018,CHAINLINK,1007262556.0
1/12/2018,CHAINLINK,1039509950.0
1/13/2018,CHAINLINK,1092432515.0
1/14/2018,CHAINLINK,1005551104.0
1/15/2018,CHAINLINK,872612290.5
1/16/2018,CHAINLINK,743285433.2
1/17/2018,CHAINLINK,699037264.8
1/18/2018,CHAINLINK,730476286.3
1/19/2018,CHAINLINK,811590028.7
1/20/2018,CHAINLINK,1141220661.0
1/21/2018,CHAINLINK,882546671.1
1/22/2018,CHAINLINK,797835030.1
1/23/2018,CHAINLINK,807260793.0
1/24/2018,CHAINLINK,789042960.4
1/25/2018,CHAINLINK,753068691.2
1/26/2018,CHAINLINK,701450719.9
1/27/2018,CHAINLINK,789612401.5
1/28/2018,CHAINLINK,755223975.6
1/29/2018,CHAINLINK,690408263.5
1/30/2018,CHAINLINK,600030322.4
1/31/2018,CHAINLINK,616853200.0
2/1/2018,CHAINLINK,508051468.9
2/2/2018,CHAINLINK,488802392.8
2/3/2018,CHAINLINK,514666912.8
2/4/2018,CHAINLINK,431130972.0
2/5/2018,CHAINLINK,339996773.5
2/6/2018,CHAINLINK,425377590.2
2/7/2018,CHAINLINK,376545010.2
2/8/2018,CHAINLINK,401391597.0
2/9/2018,CHAINLINK,431761267.1
2/10/2018,CHAINLINK,418423147.5
2/11/2018,CHAINLINK,418285169.9
2/12/2018,CHAINLINK,495916688.1
2/13/2018,CHAINLINK,563856938.5
2/14/2018,CHAINLINK,567492734.1
2/15/2018,CHAINLINK,566203573.9
2/16/2018,CHAINLINK,643468989.5
2/17/2018,CHAINLINK,676564120.3
2/18/2018,CHAINLINK,740907187.9
2/19/2018,CHAINLINK,778918831.7
2/20/2018,CHAINLINK,695604284.1
2/21/2018,CHAINLINK,650379913.5
2/22/2018,CHAINLINK,598556037.9
2/23/2018,CHAINLINK,674725807.5
2/24/2018,CHAINLINK,647281449.1
2/25/2018,CHAINLINK,679369065.5
2/26/2018,CHAINLINK,691620972.5
2/27/2018,CHAINLINK,715415830.3
2/28/2018,CHAINLINK,662323958.5
3/1/2018,CHAINLINK,661764601.9
3/2/2018,CHAINLINK,650200519.3
3/3/2018,CHAINLINK,627934723.7
3/4/2018,CHAINLINK,587003969.2
3/5/2018,CHAINLINK,585683167.7
