date,coin,price_in_usd
8/9/2016,BITCOIN,587.9321382
8/10/2016,BITCOIN,589.9687583
8/11/2016,BITCOIN,589.5858847
8/12/2016,BITCOIN,587.1916496
8/13/2016,BITCOIN,585.3635816
8/14/2016,BITCOIN,571.3870625
8/15/2016,BITCOIN,566.5644413
8/16/2016,BITCOIN,578.4149241
8/17/2016,BITCOIN,573.6637444
8/18/2016,BITCOIN,573.263192
8/19/2016,BITCOIN,573.9584579
8/20/2016,BITCOIN,581.7970701
8/21/2016,BITCOIN,580.7921926
8/22/2016,BITCOIN,584.9718977
8/23/2016,BITCOIN,582.6277474
8/24/2016,BITCOIN,578.7018317
8/25/2016,BITCOIN,576.0334366
8/26/2016,BITCOIN,578.8746534
8/27/2016,BITCOIN,570.2009937
8/28/2016,BITCOIN,575.1052326
8/29/2016,BITCOIN,573.4292676
8/30/2016,BITCOIN,575.6956984
8/31/2016,BITCOIN,572.2727583
9/1/2016,BITCOIN,572.221702
9/2/2016,BITCOIN,576.8467674
9/3/2016,BITCOIN,600.3744068
9/4/2016,BITCOIN,610.5389133
9/5/2016,BITCOIN,607.5269642
9/6/2016,BITCOIN,612.9954583
9/7/2016,BITCOIN,615.6598191
9/8/2016,BITCOIN,630.550172
9/9/2016,BITCOIN,622.977884
9/10/2016,BITCOIN,624.7526404
9/11/2016,BITCOIN,608.2466759
9/12/2016,BITCOIN,607.7073727
9/13/2016,BITCOIN,608.6942963
9/14/2016,BITCOIN,609.4130877
9/15/2016,BITCOIN,607.0702626
9/16/2016,BITCOIN,607.806438
9/17/2016,BITCOIN,607.3814497
9/18/2016,BITCOIN,611.5334603
9/19/2016,BITCOIN,608.8713063
9/20/2016,BITCOIN,608.3717486
9/21/2016,BITCOIN,596.9457566
9/22/2016,BITCOIN,595.5647165
9/23/2016,BITCOIN,602.3787849
9/24/2016,BITCOIN,602.6873597
9/25/2016,BITCOIN,600.6100549
9/26/2016,BITCOIN,606.7788106
9/27/2016,BITCOIN,605.1516137
9/28/2016,BITCOIN,604.6864944
9/29/2016,BITCOIN,605.202562
9/30/2016,BITCOIN,608.8658407
10/1/2016,BITCOIN,615.4084788
10/2/2016,BITCOIN,611.7485783
10/3/2016,BITCOIN,612.5903474
10/4/2016,BITCOIN,610.0078814
10/5/2016,BITCOIN,612.1477809
10/6/2016,BITCOIN,611.7608628
10/7/2016,BITCOIN,617.9057051
10/8/2016,BITCOIN,619.3010018
10/9/2016,BITCOIN,617.1010413
10/10/2016,BITCOIN,618.0852
10/11/2016,BITCOIN,642.9813873
10/12/2016,BITCOIN,636.5979322
10/13/2016,BITCOIN,635.4440953
10/14/2016,BITCOIN,639.5860903
10/15/2016,BITCOIN,637.2837593
10/16/2016,BITCOIN,642.9130425
10/17/2016,BITCOIN,639.1375365
10/18/2016,BITCOIN,635.5765086
10/19/2016,BITCOIN,629.640708
10/20/2016,BITCOIN,628.5989011
10/21/2016,BITCOIN,630.9062034
10/22/2016,BITCOIN,654.508631
10/23/2016,BITCOIN,651.9619568
10/24/2016,BITCOIN,650.0271672
10/25/2016,BITCOIN,655.7925051
10/26/2016,BITCOIN,675.1098693
10/27/2016,BITCOIN,686.5233271
10/28/2016,BITCOIN,690.3906549
10/29/2016,BITCOIN,715.4454693
10/30/2016,BITCOIN,699.333411
10/31/2016,BITCOIN,698.897728
11/1/2016,BITCOIN,730.57848
11/2/2016,BITCOIN,740.3670555
11/3/2016,BITCOIN,689.939207
11/4/2016,BITCOIN,705.4320167
11/5/2016,BITCOIN,706.8193256
11/6/2016,BITCOIN,715.8968798
11/7/2016,BITCOIN,706.1812168
11/8/2016,BITCOIN,711.8358466
11/9/2016,BITCOIN,721.5015099
11/10/2016,BITCOIN,713.4076156
11/11/2016,BITCOIN,715.7033106
11/12/2016,BITCOIN,703.8475511
11/13/2016,BITCOIN,703.6264353
11/14/2016,BITCOIN,705.6435842
11/15/2016,BITCOIN,712.3471528
11/16/2016,BITCOIN,742.0501176
11/17/2016,BITCOIN,735.3180805
11/18/2016,BITCOIN,749.5787273
11/19/2016,BITCOIN,751.2138194
11/20/2016,BITCOIN,730.3508136
11/21/2016,BITCOIN,736.5069839
11/22/2016,BITCOIN,747.997678
11/23/2016,BITCOIN,741.2403179
11/24/2016,BITCOIN,737.354976
11/25/2016,BITCOIN,739.6852002
11/26/2016,BITCOIN,734.6529259
11/27/2016,BITCOIN,727.7411158
11/28/2016,BITCOIN,730.0824838
11/29/2016,BITCOIN,731.6464357
11/30/2016,BITCOIN,742.2044513
12/1/2016,BITCOIN,753.6749101
12/2/2016,BITCOIN,772.3023827
12/3/2016,BITCOIN,766.1104681
12/4/2016,BITCOIN,766.3801391
12/5/2016,BITCOIN,752.6707262
12/6/2016,BITCOIN,759.1173258
12/7/2016,BITCOIN,764.9876501
12/8/2016,BITCOIN,767.6592246
12/9/2016,BITCOIN,771.9023211
12/10/2016,BITCOIN,775.4745613
12/11/2016,BITCOIN,770.4961505
12/12/2016,BITCOIN,778.5065991
12/13/2016,BITCOIN,778.9306946
12/14/2016,BITCOIN,776.9639615
12/15/2016,BITCOIN,776.176782
12/16/2016,BITCOIN,782.2302159
12/17/2016,BITCOIN,789.6029322
12/18/2016,BITCOIN,790.6329665
12/19/2016,BITCOIN,790.2790317
12/20/2016,BITCOIN,799.7775207
12/21/2016,BITCOIN,828.4836793
12/22/2016,BITCOIN,858.501434
12/23/2016,BITCOIN,915.5624383
12/24/2016,BITCOIN,891.1552721
12/25/2016,BITCOIN,896.0032793
12/26/2016,BITCOIN,903.2012466
12/27/2016,BITCOIN,925.9508105
12/28/2016,BITCOIN,979.960974
12/29/2016,BITCOIN,973.4625594
12/30/2016,BITCOIN,961.1826582
12/31/2016,BITCOIN,968.970597
1/1/2017,BITCOIN,997.257358
1/2/2017,BITCOIN,1017.077886
1/3/2017,BITCOIN,1032.609053
1/4/2017,BITCOIN,1134.496445
1/5/2017,BITCOIN,1000.498129
1/6/2017,BITCOIN,892.4639556
1/7/2017,BITCOIN,903.4532836
1/8/2017,BITCOIN,912.4849971
1/9/2017,BITCOIN,903.5086668
1/10/2017,BITCOIN,906.4989474
1/11/2017,BITCOIN,788.314656
1/12/2017,BITCOIN,807.1098335
1/13/2017,BITCOIN,826.7469274
1/14/2017,BITCOIN,820.0451573
1/15/2017,BITCOIN,824.5470652
1/16/2017,BITCOIN,830.8380351
1/17/2017,BITCOIN,906.0268281
1/18/2017,BITCOIN,881.2598154
1/19/2017,BITCOIN,902.26387
1/20/2017,BITCOIN,895.1745162
1/21/2017,BITCOIN,924.4682595
1/22/2017,BITCOIN,922.4670774
1/23/2017,BITCOIN,919.1157441
1/24/2017,BITCOIN,887.7431938
1/25/2017,BITCOIN,895.6900333
1/26/2017,BITCOIN,916.6674686
1/27/2017,BITCOIN,920.4544635
1/28/2017,BITCOIN,922.7749486
1/29/2017,BITCOIN,915.6320231
1/30/2017,BITCOIN,920.3132608
1/31/2017,BITCOIN,968.4991057
2/1/2017,BITCOIN,987.5325904
2/2/2017,BITCOIN,1007.704366
2/3/2017,BITCOIN,1015.302039
2/4/2017,BITCOIN,1033.785973
2/5/2017,BITCOIN,1014.567876
2/6/2017,BITCOIN,1023.317481
2/7/2017,BITCOIN,1053.624459
2/8/2017,BITCOIN,1052.367645
2/9/2017,BITCOIN,982.7519395
2/10/2017,BITCOIN,996.6501531
2/11/2017,BITCOIN,1011.375322
2/12/2017,BITCOIN,1006.296465
2/13/2017,BITCOIN,999.953185
2/14/2017,BITCOIN,1012.213464
2/15/2017,BITCOIN,1013.903841
2/16/2017,BITCOIN,1036.806865
2/17/2017,BITCOIN,1058.66992
2/18/2017,BITCOIN,1060.668805
2/19/2017,BITCOIN,1058.7864
2/20/2017,BITCOIN,1088.688429
2/21/2017,BITCOIN,1128.855293
2/22/2017,BITCOIN,1129.701791
2/23/2017,BITCOIN,1188.861786
2/24/2017,BITCOIN,1185.488892
2/25/2017,BITCOIN,1151.604737
2/26/2017,BITCOIN,1181.710866
2/27/2017,BITCOIN,1194.15245
2/28/2017,BITCOIN,1188.399941
3/1/2017,BITCOIN,1228.459651
3/2/2017,BITCOIN,1262.931467
3/3/2017,BITCOIN,1289.363191
3/4/2017,BITCOIN,1268.940664
3/5/2017,BITCOIN,1276.273683
3/6/2017,BITCOIN,1282.254657
3/7/2017,BITCOIN,1234.476462
3/8/2017,BITCOIN,1152.139389
3/9/2017,BITCOIN,1193.455527
3/10/2017,BITCOIN,1098.530149
3/11/2017,BITCOIN,1176.822921
3/12/2017,BITCOIN,1231.748357
3/13/2017,BITCOIN,1239.396296
3/14/2017,BITCOIN,1246.536565
3/15/2017,BITCOIN,1258.651381
3/16/2017,BITCOIN,1178.02075
3/17/2017,BITCOIN,1072.082538
3/18/2017,BITCOIN,962.5690562
3/19/2017,BITCOIN,1020.220254
3/20/2017,BITCOIN,1037.756346
3/21/2017,BITCOIN,1111.818264
3/22/2017,BITCOIN,1037.30257
3/23/2017,BITCOIN,1028.172856
3/24/2017,BITCOIN,935.0634962
3/25/2017,BITCOIN,968.5433293
3/26/2017,BITCOIN,962.9580546
3/27/2017,BITCOIN,1042.919198
3/28/2017,BITCOIN,1045.162932
3/29/2017,BITCOIN,1039.688616
3/30/2017,BITCOIN,1037.987661
3/31/2017,BITCOIN,1081.743531
4/1/2017,BITCOIN,1089.524772
4/2/2017,BITCOIN,1105.562956
4/3/2017,BITCOIN,1144.664771
4/4/2017,BITCOIN,1141.921919
4/5/2017,BITCOIN,1135.811644
4/6/2017,BITCOIN,1194.596459
4/7/2017,BITCOIN,1191.731451
4/8/2017,BITCOIN,1184.41772
4/9/2017,BITCOIN,1213.63414
4/10/2017,BITCOIN,1211.649876
4/11/2017,BITCOIN,1229.784933
4/12/2017,BITCOIN,1216.114368
4/13/2017,BITCOIN,1172.55834
4/14/2017,BITCOIN,1174.333234
4/15/2017,BITCOIN,1175.562189
4/16/2017,BITCOIN,1173.69138
4/17/2017,BITCOIN,1191.901201
4/18/2017,BITCOIN,1202.131458
4/19/2017,BITCOIN,1209.560909
4/20/2017,BITCOIN,1235.803075
4/21/2017,BITCOIN,1247.33607
4/22/2017,BITCOIN,1243.550393
4/23/2017,BITCOIN,1250.001483
4/24/2017,BITCOIN,1257.239442
4/25/2017,BITCOIN,1279.864717
4/26/2017,BITCOIN,1296.485457
4/27/2017,BITCOIN,1345.889956
4/28/2017,BITCOIN,1347.985156
4/29/2017,BITCOIN,1357.715253
4/30/2017,BITCOIN,1381.956372
5/1/2017,BITCOIN,1436.941488
5/2/2017,BITCOIN,1463.819068
5/3/2017,BITCOIN,1519.408944
5/4/2017,BITCOIN,1539.830052
5/5/2017,BITCOIN,1529.850443
5/6/2017,BITCOIN,1573.28551
5/7/2017,BITCOIN,1526.267772
5/8/2017,BITCOIN,1685.086496
5/9/2017,BITCOIN,1719.228014
5/10/2017,BITCOIN,1782.499
5/11/2017,BITCOIN,1835.487548
5/12/2017,BITCOIN,1704.661641
5/13/2017,BITCOIN,1779.840257
5/14/2017,BITCOIN,1794.593551
5/15/2017,BITCOIN,1736.882846
5/16/2017,BITCOIN,1757.026949
5/17/2017,BITCOIN,1808.746065
5/18/2017,BITCOIN,1894.247265
5/19/2017,BITCOIN,1967.545548
5/20/2017,BITCOIN,2048.117678
5/21/2017,BITCOIN,2045.222493
5/22/2017,BITCOIN,2078.9435
5/23/2017,BITCOIN,2257.288364
5/24/2017,BITCOIN,2415.007227
5/25/2017,BITCOIN,2319.601379
5/26/2017,BITCOIN,2279.418584
5/27/2017,BITCOIN,2044.3005
5/28/2017,BITCOIN,2225.700867
5/29/2017,BITCOIN,2284.715797
5/30/2017,BITCOIN,2167.264478
5/31/2017,BITCOIN,2299.43261
6/1/2017,BITCOIN,2399.887632
6/2/2017,BITCOIN,2479.423894
6/3/2017,BITCOIN,2549.551952
6/4/2017,BITCOIN,2524.993834
6/5/2017,BITCOIN,2685.318917
6/6/2017,BITCOIN,2871.341677
6/7/2017,BITCOIN,2706.760009
6/8/2017,BITCOIN,2802.563547
6/9/2017,BITCOIN,2804.872267
6/10/2017,BITCOIN,2916.32786
6/11/2017,BITCOIN,2974.214559
6/12/2017,BITCOIN,2665.43327
6/13/2017,BITCOIN,2707.137824
6/14/2017,BITCOIN,2443.824451
6/15/2017,BITCOIN,2409.886764
6/16/2017,BITCOIN,2476.359095
6/17/2017,BITCOIN,2652.755363
6/18/2017,BITCOIN,2508.214207
6/19/2017,BITCOIN,2589.642213
6/20/2017,BITCOIN,2733.226556
6/21/2017,BITCOIN,2639.261314
6/22/2017,BITCOIN,2686.647514
6/23/2017,BITCOIN,2685.870471
6/24/2017,BITCOIN,2562.189149
6/25/2017,BITCOIN,2497.728941
6/26/2017,BITCOIN,2426.365051
6/27/2017,BITCOIN,2530.345536
6/28/2017,BITCOIN,2562.792264
6/29/2017,BITCOIN,2540.443032
6/30/2017,BITCOIN,2452.712064
7/1/2017,BITCOIN,2412.366213
7/2/2017,BITCOIN,2518.872187
7/3/2017,BITCOIN,2551.927432
7/4/2017,BITCOIN,2599.74475
7/5/2017,BITCOIN,2608.104891
7/6/2017,BITCOIN,2603.195474
7/7/2017,BITCOIN,2495.780922
7/8/2017,BITCOIN,2553.494158
7/9/2017,BITCOIN,2506.173214
7/10/2017,BITCOIN,2319.366897
7/11/2017,BITCOIN,2319.167441
7/12/2017,BITCOIN,2374.886266
7/13/2017,BITCOIN,2343.738348
7/14/2017,BITCOIN,2214.825237
7/15/2017,BITCOIN,1989.63319
7/16/2017,BITCOIN,1910.749542
7/17/2017,BITCOIN,2215.746296
7/18/2017,BITCOIN,2303.761146
7/19/2017,BITCOIN,2257.065236
7/20/2017,BITCOIN,2823.897926
7/21/2017,BITCOIN,2666.139718
7/22/2017,BITCOIN,2829.754055
7/23/2017,BITCOIN,2753.243865
7/24/2017,BITCOIN,2755.159524
7/25/2017,BITCOIN,2558.692999
7/26/2017,BITCOIN,2522.324646
7/27/2017,BITCOIN,2665.147546
7/28/2017,BITCOIN,2793.833485
7/29/2017,BITCOIN,2706.450765
7/30/2017,BITCOIN,2749.384528
7/31/2017,BITCOIN,2862.611291
8/1/2017,BITCOIN,2727.389182
8/2/2017,BITCOIN,2690.145672
8/3/2017,BITCOIN,2789.746312
8/4/2017,BITCOIN,2860.272843
8/5/2017,BITCOIN,3237.423363
8/6/2017,BITCOIN,3230.116709
8/7/2017,BITCOIN,3392.562419
8/8/2017,BITCOIN,3425.676617
8/9/2017,BITCOIN,3347.215432
8/10/2017,BITCOIN,3437.032155
8/11/2017,BITCOIN,3660.520537
8/12/2017,BITCOIN,3871.082406
8/13/2017,BITCOIN,4063.801053
8/14/2017,BITCOIN,4304.603931
8/15/2017,BITCOIN,4160.030546
8/16/2017,BITCOIN,4364.678575
8/17/2017,BITCOIN,4308.516861
8/18/2017,BITCOIN,4108.507162
8/19/2017,BITCOIN,4160.332457
8/20/2017,BITCOIN,4085.810394
8/21/2017,BITCOIN,3992.626035
8/22/2017,BITCOIN,4074.330461
8/23/2017,BITCOIN,4146.915345
8/24/2017,BITCOIN,4325.816428
8/25/2017,BITCOIN,4353.131773
8/26/2017,BITCOIN,4341.978717
8/27/2017,BITCOIN,4344.903445
8/28/2017,BITCOIN,4379.763921
8/29/2017,BITCOIN,4600.456831
8/30/2017,BITCOIN,4586.632737
8/31/2017,BITCOIN,4740.356218
9/1/2017,BITCOIN,4918.166245
9/2/2017,BITCOIN,4595.020018
9/3/2017,BITCOIN,4625.296314
9/4/2017,BITCOIN,4374.753496
9/5/2017,BITCOIN,4454.052538
9/6/2017,BITCOIN,4607.51653
9/7/2017,BITCOIN,4635.111876
9/8/2017,BITCOIN,4345.457656
9/9/2017,BITCOIN,4335.59345
9/10/2017,BITCOIN,4261.843521
9/11/2017,BITCOIN,4212.547573
9/12/2017,BITCOIN,4164.319434
9/13/2017,BITCOIN,3887.118587
9/14/2017,BITCOIN,3247.468739
9/15/2017,BITCOIN,3699.222944
9/16/2017,BITCOIN,3711.234351
9/17/2017,BITCOIN,3711.856204
9/18/2017,BITCOIN,4080.428443
9/19/2017,BITCOIN,3925.73619
9/20/2017,BITCOIN,3895.777079
9/21/2017,BITCOIN,3617.243466
9/22/2017,BITCOIN,3619.213718
9/23/2017,BITCOIN,3775.600594
9/24/2017,BITCOIN,3676.896944
9/25/2017,BITCOIN,3918.738071
9/26/2017,BITCOIN,3890.090937
9/27/2017,BITCOIN,4207.787485
9/28/2017,BITCOIN,4187.769796
9/29/2017,BITCOIN,4155.01012
9/30/2017,BITCOIN,4334.544613
10/1/2017,BITCOIN,4382.086898
10/2/2017,BITCOIN,4386.875715
10/3/2017,BITCOIN,4306.564642
10/4/2017,BITCOIN,4216.684821
10/5/2017,BITCOIN,4319.420916
10/6/2017,BITCOIN,4365.91571
10/7/2017,BITCOIN,4438.855933
10/8/2017,BITCOIN,4600.739797
10/9/2017,BITCOIN,4777.534657
10/10/2017,BITCOIN,4741.077915
10/11/2017,BITCOIN,4814.967118
10/12/2017,BITCOIN,5393.668983
10/13/2017,BITCOIN,5614.077515
10/14/2017,BITCOIN,5785.738315
10/15/2017,BITCOIN,5689.86506
10/16/2017,BITCOIN,5756.148812
10/17/2017,BITCOIN,5590.416324
10/18/2017,BITCOIN,5583.870426
10/19/2017,BITCOIN,5708.312991
10/20/2017,BITCOIN,6000.88313
10/21/2017,BITCOIN,6030.207893
10/22/2017,BITCOIN,5996.598139
10/23/2017,BITCOIN,5888.250017
10/24/2017,BITCOIN,5517.775353
10/25/2017,BITCOIN,5736.017802
10/26/2017,BITCOIN,5900.317729
10/27/2017,BITCOIN,5771.945046
10/28/2017,BITCOIN,5762.388577
10/29/2017,BITCOIN,6174.728845
10/30/2017,BITCOIN,6119.256384
10/31/2017,BITCOIN,6428.514637
11/1/2017,BITCOIN,6726.411835
11/2/2017,BITCOIN,7043.777939
11/3/2017,BITCOIN,7198.632111
11/4/2017,BITCOIN,7420.498079
11/5/2017,BITCOIN,7371.13903
11/6/2017,BITCOIN,6985.263844
11/7/2017,BITCOIN,7118.202544
11/8/2017,BITCOIN,7451.212787
11/9/2017,BITCOIN,7117.73805
11/10/2017,BITCOIN,6620.567336
11/11/2017,BITCOIN,6346.721449
11/12/2017,BITCOIN,5829.097828
11/13/2017,BITCOIN,6519.445172
11/14/2017,BITCOIN,6592.374397
11/15/2017,BITCOIN,7257.373212
11/16/2017,BITCOIN,7833.704433
11/17/2017,BITCOIN,7729.03327
11/18/2017,BITCOIN,7796.154241
11/19/2017,BITCOIN,8018.320688
11/20/2017,BITCOIN,8269.874257
11/21/2017,BITCOIN,8091.998084
11/22/2017,BITCOIN,8249.59733
11/23/2017,BITCOIN,8071.669821
11/24/2017,BITCOIN,8232.422333
11/25/2017,BITCOIN,8760.165442
11/26/2017,BITCOIN,9319.903315
11/27/2017,BITCOIN,9730.728579
11/28/2017,BITCOIN,9932.19418
11/29/2017,BITCOIN,9800.027552
11/30/2017,BITCOIN,9996.714972
12/1/2017,BITCOIN,10808.95833
12/2/2017,BITCOIN,10934.85999
12/3/2017,BITCOIN,11213.94266
12/4/2017,BITCOIN,11562.12857
12/5/2017,BITCOIN,11736.75407
12/6/2017,BITCOIN,13992.13234
12/7/2017,BITCOIN,17032.29338
12/8/2017,BITCOIN,16298.48734
12/9/2017,BITCOIN,15050.02195
12/10/2017,BITCOIN,15474.99954
12/11/2017,BITCOIN,16873.49778
12/12/2017,BITCOIN,17433.93074
12/13/2017,BITCOIN,16515.15257
12/14/2017,BITCOIN,16602.8928
12/15/2017,BITCOIN,17702.00217
12/16/2017,BITCOIN,19640.51388
12/17/2017,BITCOIN,19250.46765
12/18/2017,BITCOIN,18982.02502
12/19/2017,BITCOIN,17653.32609
12/20/2017,BITCOIN,16453.62726
12/21/2017,BITCOIN,15633.83365
12/22/2017,BITCOIN,14305.71834
12/23/2017,BITCOIN,14910.8581
12/24/2017,BITCOIN,14026.34687
12/25/2017,BITCOIN,14080.94226
12/26/2017,BITCOIN,15727.14548
12/27/2017,BITCOIN,15389.00057
12/28/2017,BITCOIN,14289.45221
12/29/2017,BITCOIN,14571.74608
12/30/2017,BITCOIN,12948.71588
12/31/2017,BITCOIN,13921.48064
1/1/2018,BITCOIN,13464.65361
1/2/2018,BITCOIN,14754.3222
1/3/2018,BITCOIN,15010.28616
1/4/2018,BITCOIN,15070.3008
1/5/2018,BITCOIN,16997.22741
1/6/2018,BITCOIN,17103.58928
1/7/2018,BITCOIN,16231.695
1/8/2018,BITCOIN,14937.41509
1/9/2018,BITCOIN,14378.58622
1/10/2018,BITCOIN,14669.08827
1/11/2018,BITCOIN,13186.75494
1/12/2018,BITCOIN,13789.44366
1/13/2018,BITCOIN,14231.22506
1/14/2018,BITCOIN,13681.06546
1/15/2018,BITCOIN,13591.6962
1/16/2018,BITCOIN,11431.04011
1/17/2018,BITCOIN,11159.60859
1/18/2018,BITCOIN,11246.03973
1/19/2018,BITCOIN,11440.25556
1/20/2018,BITCOIN,12768.40459
1/21/2018,BITCOIN,11422.39426
1/22/2018,BITCOIN,10737.35058
1/23/2018,BITCOIN,10849.39188
1/24/2018,BITCOIN,11225.89617
1/25/2018,BITCOIN,11130.46495
1/26/2018,BITCOIN,11035.55461
1/27/2018,BITCOIN,11320.97019
1/28/2018,BITCOIN,11615.95871
1/29/2018,BITCOIN,11132.55431
1/30/2018,BITCOIN,9959.546715
1/31/2018,BITCOIN,10050.0958
2/1/2018,BITCOIN,9039.865075
2/2/2018,BITCOIN,8786.07738
2/3/2018,BITCOIN,9132.100322
2/4/2018,BITCOIN,8250.526896
2/5/2018,BITCOIN,6849.542559
2/6/2018,BITCOIN,7738.64396
2/7/2018,BITCOIN,7624.59539
2/8/2018,BITCOIN,8218.580852
2/9/2018,BITCOIN,8660.453468
2/10/2018,BITCOIN,8530.292805
2/11/2018,BITCOIN,8096.728481
2/12/2018,BITCOIN,8907.670179
2/13/2018,BITCOIN,8523.966932
2/14/2018,BITCOIN,9467.301033
2/15/2018,BITCOIN,10106.73308
2/16/2018,BITCOIN,10189.31648
2/17/2018,BITCOIN,11085.59841
2/18/2018,BITCOIN,10452.09198
2/19/2018,BITCOIN,11139.35573
2/20/2018,BITCOIN,11245.93232
2/21/2018,BITCOIN,10458.86509
2/22/2018,BITCOIN,9878.158943
2/23/2018,BITCOIN,10159.06561
2/24/2018,BITCOIN,9686.60178
2/25/2018,BITCOIN,9603.227477
2/26/2018,BITCOIN,10312.36571
2/27/2018,BITCOIN,10654.10729
2/28/2018,BITCOIN,10307.02497
3/1/2018,BITCOIN,10923.63086
3/2/2018,BITCOIN,11014.05847
3/3/2018,BITCOIN,11425.68057
3/4/2018,BITCOIN,11462.5832
3/5/2018,BITCOIN,11540.66232
3/6/2018,BITCOIN,10677.03523
3/7/2018,BITCOIN,9903.085049
3/8/2018,BITCOIN,9330.475453
3/9/2018,BITCOIN,9278.139184
3/10/2018,BITCOIN,8786.560423
3/11/2018,BITCOIN,9513.5354
3/12/2018,BITCOIN,9147.890181
3/13/2018,BITCOIN,9160.542933
3/14/2018,BITCOIN,8222.127239
3/15/2018,BITCOIN,8268.589122
3/16/2018,BITCOIN,8376.904498
3/17/2018,BITCOIN,7881.661921
3/18/2018,BITCOIN,8189.016719
3/19/2018,BITCOIN,8537.015623
3/20/2018,BITCOIN,8895.547179
3/21/2018,BITCOIN,8879.594257
3/22/2018,BITCOIN,8710.664935
3/23/2018,BITCOIN,8771.746323
3/24/2018,BITCOIN,8610.988516
3/25/2018,BITCOIN,8440.610923
3/26/2018,BITCOIN,8171.184354
3/27/2018,BITCOIN,7837.265319
3/28/2018,BITCOIN,7933.64273
3/29/2018,BITCOIN,7108.570813
3/30/2018,BITCOIN,6832.149066
3/31/2018,BITCOIN,6922.281297
4/1/2018,BITCOIN,6804.524879
4/2/2018,BITCOIN,7033.25961
4/3/2018,BITCOIN,7420.800515
4/4/2018,BITCOIN,6780.543601
4/5/2018,BITCOIN,6798.422617
4/6/2018,BITCOIN,6610.49235
4/7/2018,BITCOIN,6886.469472
4/8/2018,BITCOIN,7009.996104
4/9/2018,BITCOIN,6736.892824
4/10/2018,BITCOIN,6816.718615
4/11/2018,BITCOIN,6944.785857
4/12/2018,BITCOIN,7904.330275
4/13/2018,BITCOIN,7919.064695
4/14/2018,BITCOIN,8006.417943
4/15/2018,BITCOIN,8342.271101
4/16/2018,BITCOIN,8046.982134
4/17/2018,BITCOIN,7887.737958
4/18/2018,BITCOIN,8162.834862
4/19/2018,BITCOIN,8272.967316
4/20/2018,BITCOIN,8839.501132
4/21/2018,BITCOIN,8863.540829
4/22/2018,BITCOIN,8800.959087
4/23/2018,BITCOIN,8930.784634
4/24/2018,BITCOIN,9652.213789
4/25/2018,BITCOIN,8855.508937
4/26/2018,BITCOIN,9264.727427
4/27/2018,BITCOIN,8981.33079
4/28/2018,BITCOIN,9341.824685
4/29/2018,BITCOIN,9396.99763
4/30/2018,BITCOIN,9228.726484
5/1/2018,BITCOIN,9072.168757
5/2/2018,BITCOIN,9204.127641
5/3/2018,BITCOIN,9750.700146
5/4/2018,BITCOIN,9696.64291
5/5/2018,BITCOIN,9795.925772
5/6/2018,BITCOIN,9595.086819
5/7/2018,BITCOIN,9339.510847
5/8/2018,BITCOIN,9212.369635
5/9/2018,BITCOIN,9293.042274
5/10/2018,BITCOIN,9037.530509
5/11/2018,BITCOIN,8419.758587
5/12/2018,BITCOIN,8485.775267
5/13/2018,BITCOIN,8695.833094
5/14/2018,BITCOIN,8671.074175
5/15/2018,BITCOIN,8488.463421
5/16/2018,BITCOIN,8327.756201
5/17/2018,BITCOIN,8050.516239
5/18/2018,BITCOIN,8233.086455
5/19/2018,BITCOIN,8229.482936
5/20/2018,BITCOIN,8511.44883
5/21/2018,BITCOIN,8398.623127
5/22/2018,BITCOIN,8007.526532
5/23/2018,BITCOIN,7520.867679
5/24/2018,BITCOIN,7575.624486
5/25/2018,BITCOIN,7425.375674
5/26/2018,BITCOIN,7326.303186
5/27/2018,BITCOIN,7338.193044
5/28/2018,BITCOIN,7110.823882
5/29/2018,BITCOIN,7453.633725
5/30/2018,BITCOIN,7374.669049
5/31/2018,BITCOIN,7478.741867
6/1/2018,BITCOIN,7519.835737
6/2/2018,BITCOIN,7637.448253
6/3/2018,BITCOIN,7702.157933
6/4/2018,BITCOIN,7486.6532
6/5/2018,BITCOIN,7611.149853
6/6/2018,BITCOIN,7650.775807
6/7/2018,BITCOIN,7665.947896
6/8/2018,BITCOIN,7622.60233
6/9/2018,BITCOIN,7556.171698
6/10/2018,BITCOIN,6744.735801
6/11/2018,BITCOIN,6849.452687
6/12/2018,BITCOIN,6526.69968
6/13/2018,BITCOIN,6306.513168
6/14/2018,BITCOIN,6629.770124
6/15/2018,BITCOIN,6399.674046
6/16/2018,BITCOIN,6495.315309
6/17/2018,BITCOIN,6450.693973
6/18/2018,BITCOIN,6703.81259
6/19/2018,BITCOIN,6732.508809
6/20/2018,BITCOIN,6753.206826
6/21/2018,BITCOIN,6720.373234
6/22/2018,BITCOIN,6059.575859
6/23/2018,BITCOIN,6174.225779
6/24/2018,BITCOIN,6146.487195
6/25/2018,BITCOIN,6243.535441
6/26/2018,BITCOIN,6096.128766
6/27/2018,BITCOIN,6139.189683
6/28/2018,BITCOIN,5858.635778
6/29/2018,BITCOIN,6220.913715
6/30/2018,BITCOIN,6375.541231
7/1/2018,BITCOIN,6361.402539
7/2/2018,BITCOIN,6608.367157
7/3/2018,BITCOIN,6498.307859
7/4/2018,BITCOIN,6579.333376
7/5/2018,BITCOIN,6535.298403
7/6/2018,BITCOIN,6598.459096
7/7/2018,BITCOIN,6737.85608
7/8/2018,BITCOIN,6704.91998
7/9/2018,BITCOIN,6664.024094
